Rating,Date,Content
3.00,2022-10-22,"And if you’re thinking of me, I’m probably thinking of you (track 5)
The Car is a new direction for Arctic Monkeys, a step into a more chamber-pop sound, and it’s a welcome step after their previous effort. The Car however is far from their peak, and does lead me to wonder if they’ve still got the rock brilliance that shot them to the top in the first place, rather than somewhat of a watered-down Bowie. I actually quite like Turner’s vocals on this record, apparently contrary to popular opinion, especially on powerhouse songs like Sculptures of Anything Goes, which was my personal favourite on the album. I would like to mention that “The Car” is a dumb album name. Sure it’s not relevant, but come on. On that note though, the title track leaves much to be desired. It’s almost boring. Which is part of where my issue lies with this album as a whole, this is not Arctic Monkeys at their most diverse, or even half of that. I felt a number of the tracks blending together and Turner’s voice became tiresome after a while.. Not great for an album clocking in at a mere 37 minutes. So have they still got it? Probably not. It’s also worth mentioning how much Jet Skis On The Moat sucked. What were they trying to achieve? Anyway, I think they could make something really cool outside of rock if they stick with this whole chamber pop gig, but I fear that they’re not going to reach the heights they once did. Nice album, just nothing remarkable.
80%"
4.00,2022-10-22,"Arctic Monkeys are taking the David Bowie approach: Starting out their career making stuff most other artists at the time were making and eventually branching out into their own sound. Bowie started making folk music and folk rock like lots of other artists at the time, then went to rock operas, and eventually went on to make stuff like Low, Heroes, and Lodger. Arctic Monkeys started out making post punk revival and radio friendly alt rock, and now they’re making their own style of baroque pop and lounge music. I love this era."
3.00,2022-10-21,"I'm going to separate the good things and the bad things of the album, I don't do this kinds of reviews but I think it will work in this case:

The Good things: They aren't afraid to explore new territories. In comparison to their last record, The Car it's more eclectic, they lift off from where they left and they knew where to take the step towards a more chamber pop/soul sound. The the trademark sound of the album relays on 3 main aspects: It focuses more on string arrangements rather than piano, it sets appart more from psychedelic pop (Although they return to it at some points on the album). and its lyricism: They're cryptic like the ones on TBHC but here they are told or written in a more nostalgic and kinda sentimental way. The band told us before but they do it again ""Things aren't going to be like before (Mainly refering to AM)"", however I feel that here they're slowing down to look and reflect on their past rather than just move away from it.

The Bad: Like I mentioned, they took a step from their previous album... But it's more like a step backwards: Despite their effort to bring somthing more eclectic in this album, the songs hold on so much from the sound of this project instead of shinning by their own, there are lots of ideas here, but they feel kinda incomplete, trying to reach something but ending up on the same spot on most of the tracks, for example: in Sculptures Of Anything Goes we start with some dark sounding percussion and synths, but by the end of the track I feel that it took much longer to build up, same happens with Jet Skis On The Moat and the title track. Alex's vocals the vocals don't finish to convince me despite his vocal arrange. Every song on the album has a different idea, they explore different generes, from funk and darkwave to psychedelic pop and bossa nova, but most of em aren't really memorable or need to be developed more."
1.00,2022-10-21,"I fully respect that people can enjoy this and get something from it. If you enjoyed it, that's awesome and i wish i could enjoy it as much as you but tbch i really, really don't like this.
Like never want to listen to this or new Arctic Monkeys ever again don't like this.

My background with Arctic Monkeys is mainly the debut, Favorite Worst Nightmare and some tracks from AM. What i concurred at the time was that Arctic Monkeys were never going to tap back into the excitement of their debut, which is fine but then you have to replace that with something more rewarding, because you can't write catchy, intense bangers. You need some more excitement in a different type of way, be it experimenting or just mastering songwriting in a certain style. Arctic Monkeys does none, nada, zilch. And that is plainly evident in their newest record, The Car.

First of all, awful title and awful cover art. I don't really get excited when i think to myself that i'm going to listen to The Car, and the cover art just reinforces that it may be a bad idea. The name sounds like a stupid roadtrip family straight to DVD movie. From the makers of ""The Boat"" and ""The Building"" we give you ""The Car"".

First song on here isn't that bad, it's actually pretty decent but everything that comes after is just a snooze. You hear Mirrorball and you've basically heard the whole album, except for maybe Sculptures which ironically sounds like one of the songs Rick Rubin told Kanye to scrap because the first draft was apparently way too long and filled with duds. Which is a good descriptor for this album, a dud. Just a silent fart, no impact, no smell (It does stink tho) and no sound.

Mainly my largest gripe is Alex Turner's vocals which are grading to say the least. It sounds like he makes fun of the instrumental his bandmates and him crafted and just proceeds to joke sing over every track. It's just way too over the top without acknowledging its own goofyness. An example of over the top vocals from this year but done more tastefully imo is on Hellfire when Geordie Creep sings. It's so goofy and over the top, but that's kind of the point. It's supposed to be weird but it almost surpasses that weirdness by not taking itself that seriously. Alex Turner on the other hand sounds to me that he takes himself rather seriously. It sounds like he's genuinely trying to impress us. Well i guess he impresses the people who like his singing, but that isn't me unfortunately.

My other gripe with the album and also Alex Turner is the lyrics. If it is true that Body Paint is about him and a female having sex on the hood of a car and that his ""Body Paint"" is his cum i'm actually losing it. I genuinely hope so, because that shit is just way too fucking funny. If ""You can poke your head behind the mountain peak"" is about her looking at Alex over her tits while he's going down on her i'm actually fucking loosing it. I hope that i'm wrong but the song just makes me laugh out loud, i'm forever going to have that interpretation. For the rest of the album its just Alex Turner and women, and there wasn't really anything other than Body Paint that really caught my attention, unfortunately it didn't catch my attention in the best way, still funny though.

I guess i'll leave off on what i said earlier in the review, or what this was. That this may be the last Arctic Monkeys album that i'll consume. Of what i've heard of their other stuff it doesn't really encourage me to go listen to a full Arctic Monkeys album. Although if, and this is a big if. If Alex Turner somehow changes his vocal style, and the band does some cool interesting shit that is actually worth listening to, i'll maybe try it. But for now, Arctic Monkeys is so far from what i hoped them to be, because they're actually very talented. I guess i can't really hope for a band to do something ""I"" want, that's kinda selfish, but if they maybe did something differently i would have enjoyed their music. But for gods sake Arctic Monkeys should still do what they want to do and think is the right thing to do, i just think it's kind of ass.

(I would hope to post this as a comment instead but the comment system on RYM is pretty underwhelming so i posted a review instead)"
2.50,2022-10-21,"i feel like i can describe every song on this album in the same way, and like the whole thing can be summed up in a few words. and like, i really hoped i'd enjoy it more than i do because i maintain Tranquility Base Hotel & Casino is a super cool and unique record, if unfortunately underbaked, and that an album similar in its aesthetic prowess with more variety would be great! sadly though, Arctic Monkeys at this point seem to consistently get like... one idea and then make an entire album out of it, leaving structure and cohesion out the door. it's cool, it's well-dressed and stylish, and even has some pretty nice and clever writing! but it has like 2 bones, and they're not very strong either."
2.50,2022-10-21,"i feel like i can describe every song on this album in the same way, and like the whole thing can be summed up in a few words. and like, i really hoped i'd enjoy it more than i do because i maintain Tranquility Base Hotel & Casino is a super cool and unique record, if unfortunately underbaked, and that an album similar in its aesthetic prowess with more variety would be great! sadly though, Arctic Monkeys at this point seem to consistently get like... one idea and then make an entire album out of it, leaving structure and cohesion out the door. it's cool, it's well-dressed and stylish, and even has some pretty nice and clever writing! but it has like 2 bones, and they're not very strong either."
3.50,2022-10-21,"pretty cool, there were a couple boring songs on here that sounded more or less the same but i enjoyed the overall sound of the album, good return from arctic monkeys !"
3.00,2022-10-21,"There were fleeting moments on this album where I felt like everything came together, but that was rare. For the most part, the instrumentation somehow simultaneously felt overproduced and underproduced.

Most of the vocal performances had the same effect. They came across as very theatrical, yet unrememberable. The songwriting was pretty mediocre as well."
3.00,2022-10-21,"In 2018 they shocked everyone with their new sound by evolving into something unique but also an underwhelming direction. While I still came back to TBH&C occasionally for Science Fiction, Four Out of Five and the title track of that album haven't really clicked for me to say at least. After releasing mirrorball as their first single to promote this album I was slightly hopeful that Turner is really up to something exciting and that he might have improved the underwhelming parts of TBH&C. Unfortunately, though The Car replicates the same song structures as TBH&C promising build-up until it falls short on the climaxes of the songs. This is not a bad album but clearly it's forgettable one only 3 songs have captured my attention completely (The Car, Sculpture of anything goes and mirrorball) the rest of them on my initial listens were forgettable. I've to talk about Sculptures of Anything goes though great for me to say at least I really like the gloomy atmospheric sound of this song. It reminds me of Queens of the Stone Age's Like Clockwork album. What I really hated about this album is the fact that I hate the guitars in this record yes the guitar is minimal but my god the funky guitar sections of I ain't quite where I am and Jet skis on moat are so fucking BORING. I prefer for them to abandon guitars rather than putting shitty funky riffs in their future releases, to be honest. I don't hate or love Jamie Cook but he isn't Niles Rodgers and he shouldn't be put in a position to just write funk ballads because they literally add nothing to the material whatsoever. In conclusion, The Car is slightly better than TBH&C but it's still boring just like it's ancestor. 65/100

FAV TRACKS: Sculptures of Anything Goes, The Car, MirrorBall.

LEAST FAV TRACKS: I ain't quite think where I am, Jet skis on the moat, Hello you,"
3.50,2022-10-21,"Music for airport terminals, (Earth-bound) hotel lobbies, and peering out the 25th-floor window of office buildings. Very daring of them to bring back the musical style of Tranquility Base Hotel after that album's reception, but I think they correctly assessed that the main dragging factor there was the concepts, not the music.

I actually like what they've been going for recently more than any of their previous styles. I don't think they've quite got it down yet; this album lacks setpieces. There are very few memorable melodies to structure the soundscapes.

Some tracks do it well; like the squirmy funk bass in ""I Ain't Quite Where I Think I Am,"" or the pensive, ever-building outro of ""Hello You."" Other tracks, however, simply never find their footing. A lot of it is down to lyricism, as the group seems determined to wind as many words into their verses as possible, to the detriment of both melody and subtlety.

I do have to commend them for continuing down the sonic path of Tranquility Base Hotel, however. In this case, iterating was a much more audacious choice than swerving yet again, and the album comes very near to greatness because of it. The soundscapes painted here call to mind vintage films, modern skyscrapers, and the allure of the great creation. It's a lament to listlessness, missed opportunity—and to the architect, who finds themself wandering the city alone."
3.00,2022-10-21,"The whole album just feels like one very long song, containing little to no variations in it. As if they had some leftover ideas that didn't make it to Tranquility Base Hotel + Casino and decided to release them four years later."
3.50,2022-10-21,"Love them or hate them, you have to agree that for such a mainstream act like Arctic Monkeys, their creative trajectory is one of the most interesting out there. They are way past their aggressive indie rock roots from their earliest records. Hell, I would even say that The Car is the furthest they've transitioned from their debut album. To me, this is their most lowkey and subtle album, even subtler than 2018's Tranquility Base Hotel + Casino. It's very admirable that after an album as big as AM (even nowadays the songs still do massive numbers on Spotify) the band doesn't even make an attempt to sell their soul out.

There is no ""Do I Wanna Know"" or ""I Bet That You Look Good on The Dancefloor"" in this album. This album is not for the impatient. It's not a show of aggression. It's a showcase of lushness. The songs on The Car embraces various shades of chamber pop. In a way, it is reminiscent of TBHC, but with less of a lounge-y sound to them. Singles like ""There’d Better Be a Mirrorball"" and ""Body Paint"" are elegantly arranged and glamorous, there are a lot of clean instrumental details in them that are very cool. This also applies on songs like ""Big Ideas"" and ""Hello You"", both of them have gorgeous violins I can't get enough of. Just like TBHC, Alex Turner's lazy and sometimes high demeanor fits so damn well with the instrumental palette on this album. Granted, his voice can get a little goofy when he reaches to his higher register, like on ""Body Paint"", but I don't think it derails too much of anything.

However, I ran into the same issues I had with TBHC. Some of the songs, while they are pretty, they fleet by without much of an impression, or they just blend into the album too much. This is the case for the title track, as well as the third and fourth track that I don't even want to bother to spell their names out.

Overall, this is pretty much on the same quality level as TBHC, and that's not a bad thing. That album is also solid, and if the band keeps going further into whatever genres they're aiming for, I'm on their backs.

Best tracks: There’d Better Be a Mirrorball, Body Paint, Big Ideas, Hello You"
3.50,2022-10-21,"So I've never been a huge 'Arctic Monkey's' fan, I can say I enjoy their debut and their self-titled the most but they've never really been a band I've admired strongly, the fact that 'Tranquillity Base Hotel + Casino"" was a bad album didn't help that.

I went into this record knowing what to expect, hearing that it's basically ''Tranquillity Base Hotel + Casino 2"". Firstly I thought ""Oh no, if it's anything like that record it can't be good"", but the first single defied expectations, it's really good for the band.

This record has better production, vocals, song-writing, instrumentals, literally everything, it's like their last record but miles better. Loving the orchestrations too.

The big problem is that the album is boring in places and manages to feel incredibly repetitive whilst being less than 40 minutes long..

""Hello You"", ""There’d Better Be A Mirrorball"", ""Perfect Sense"" and "" I Ain’t Quite Where I Think I Am"" are the highlights.

To conclude, this is a pretty good album but It could've been a bit better, needed more drive I'd say."
4.00,2022-10-21,I would describe it as a more digestable version of Tranquility Base. I do miss the cool concept but the songs are overall easier to get into and even somehow more chill. It's a shame that we won't get more early AM but this is an interesting direction soundwise and I absolutely adore the luscious string arrangements. If there's anything to complain about it would be the lack of any stand out song and perhaps that the album is a tad bit too short.
4.00,2022-10-21,"For who want to search for old indie rock, this is not the place. After TBHC they changed their sound, fortunately, and with this album they're continuing to evolve. This LP is better than TBHC. This is not paragonable to their older works. Few guitars, good orchestra and pretty piano. Some good acoustic songs, like title track and Mr. Schwartz. Very good production, James Ford do a great work, like TBHC.

For me is 4/5

Best songs: Big Ideas, Body Paint"
3.50,2022-10-21,"The four and a half year wait is finally over. Here we have the band's seventh installment, and boy do I have a lot to say on it.

Now, first of all, I've only listened to the album twice through in it's entire release. A lot of albums, I would argue most, take quite a few listens and a substantial amount of time to really get a grip on. There's many things I like about this album but I also have a few bones to pick with it as well.

For starters, I'll say the production is quite solid. The flow is good, the songs go well together and the album's general theme feels nice and lush. The concept of the album is nice, circulating songs around the idea of ""The Car"" as the title implies, and it feels like a carefully crafted project put together. Alex's vocals more or less gently take you through and through, the instrumentations right behind him.

Another big thing to point out, which I mentioned on my review of ""There'd Better be a Mirrorball"", is how happy I am with Alex and the boys' decision to not feel pressured to keep up with mainstream flow. It is blatantly obvious that that is past them at this point in their career, ""AM"" was released and after that the Arctic Monkeys decided not to give a fuck what they did next. Not saying that they released ""AM"" purely for mainstream, but that record more than anything fit the airwaves nicely, despite that not being it's, perhaps, immediate intention. ""The Car"" is a pretty obvious example of the band following what they really want to pursue, which is stripped-back, methodical music. And to that I tip my hat to them.

The actual songs: ""There'd Better be a Mirrorball"" is a grand opener, the piano and strings kinda doing their own thing before dramatically launching into the song itself sets up the record nicely. The track's flow is excellent, the strings are touching, and Alex's entire vocal and lyrical performance is great. I would claim it as the second best song on the album.

""I Ain't Quite Where I Think I Am"" is nice counter to the opener, the funky riff is nice and fun, and Alex's lyrics, as always, appear very obscure and odd upon first listen. That is one thing that I love about Alex Turner, his lyrics can sometimes be so specific and strange that sometimes the listener can just decipher it however they want. I also love the second half strings here that come in for a bit, confusing the listener for a second, and then going right back to the riff.

""Sculptures of Anything Goes"" is fucking amazing, it is so unlike anything else that the band has done. It is sinister, slow, and grand. The layers of the song unfold beautifully. It sounds like something MGMT would attempt. The synth work here is top tier, Alex kills it on the mic and again, the instrumentation is just fucking crazy good. ""Guess I'm talking to you now, puncturing your bubble of relatability."" One of the best lines on the album, and the delivery is crazy. The best song on the album.

""Jet Skies on the Moat"" is alright, ""Body Paint"" is great, that keyboard (or whatever it is, I honestly can't tell) is quite nice and the mid section of the song is like the prelude to the grandeur finish. It's damn good, everything feels just right here. The song ""The Car"" is pretty solid, I like the storytelling and the piano is nice, and the acoustic guitar very faintly lifts the song up and fills a small void for the atmosphere.

One big complaint I have is that I will admit, I think the strings are a tad overdone on this album; I could do without it at times on songs like ""Hello You"" and ""Mr Schwartz"", but I get that the string arrangements and presence in the songs is what makes it quite distinguishable from the previous record ""Tranquility Base Hotel & Casino"". The electric guitar work is pulled back, just like the previous album, which is nothing I complain about since it comes in here when it needs to instead of stealing the spotlight like previous albums (besides maybe ""I Ain't Quite Where I Think I Am"").

""Big Ideas"" contain some of my favorite lyrics on the record, to me it sounds like Alex losing concentration on his music due to other factors in his life distracting him, and his delivery of this idea is pulled over quite nicely, with lines such as ""I've conjured up wonderful things, the ballad of what could've been, over and out, it's been a thrill."" And yet again, the keyboard is great on this song, filling in the gaps where it should. ""Hello You"" is okay, but the strings give me this weird Disney theme song vibe and it kinda off puts me, which is funny considering it goes with a decently hard riff by the albums standards. It's one of my least favorites alongside ""Mr Schawrtz"", which is probably my least favorite song on the album.

""Perfect Sense"" is a nice closer, touching in the manner I knew it would come in, but I will admit I expected something I love as much as ""The Ultracheese"". But again, maybe I just need some time for it to grow on me.

All-in-all, a 3.5 album upon my first few listens. I do wish that there were more backing vocals on the record, I love them on ""I Ain't Quite Where I Think I Am"", and I feel like they could've been nice on a few other tracks. My biggest take, however, is that I wish there was a little more experimentation. When I first heard ""Sculptures of Anything Goes"" I was excited because I anticipated the rest of the album to more or less sound as crazy as that. But, it was not.

But again, overall, not too bad. Underwhelming in a lot of areas, but I hope that this album grows on me a bit more. It's a nice record, and despite some gripes with it, I again tip my hat to Alex and the rest of the band. They have come a long way in their career. A long way indeed."
1.50,2022-10-21,"When I first listened to this album I thought it was alright, though I had never heard an arctic monkeys album before I found myself lead on by the strings on this album.

Then, I came back to it and thought ""this is kind of boring and I really never want to hear this again"" so I bumped the score down to 2.5 stars.

Then I listen to the first arctic monkeys album and found myself amazed on how such an exciting, youthful, energetic, personality filled band went downhill this bad. The Car after a measly 2 listens had failed to impress me on any level, and returning to the project I find myself lost in my thoughts on how such a great band created such a dull album. The only song that offers any interesting qualities would be Sculptures of Anything Goes and even that song has worn down after a few listens, It doesn't matter if you listen to this album or not because you'll probably forget it even existed after a couple weeks."
4.00,2022-10-21,"i disliked the singles but this is pretty good!!
especially big ideas
also the car
nice! i am excited to see them live in november!"
2.50,2022-10-21,"The orchestrations are good, the production is gorgeous and lush and the instrumentals keep taking you through twists and trying to surprise you little elements. It's an extremely cinematic album and every time a string arrangement appears it floats beautifully. The way they elevate the ending of There'd Better Be A Mirrorball is the reason I still think of that song from relatively often.

... And I'm still not that into it as I wish I was and as much as I know a lot of dedicated fans of this last era will certainly be.

The songs at the core of it aren't that interesting to me. The lyrics and Alex's vocals in his crooning really aren't doing that much for me either - I think he's more happy with his lighter head voice and falsetto than he should be if i'm honest.

I actually respect how artistically minded they are - they certainly aren't shaping their sound for commercial gains. It's clear they are as sharp and mature as musicians as they have ever been and there is a lot of creative juice behind these songs but the outcome does not stick with me as a listener. It's all tight and layered but it all sounds a lot more fun to create and to play than to listen, if that makes sense.

Just to end on a positive note, I think that they did quite well within their vision was to progressively build their songs towards a finish. I already talked about Mirrorball and there is often a release when the symphonic and rock instruments collide in those climaxes, as they do in Body Paint. Funny enough, Sculpture of Anything Goes left me frustrated for the opposite reason - the most interesting journey from the early start but I wanted it to hit an extra gear it never reaches.

I definitely still leave these first couple of listens with a positive reaction. I don't know, 6/10? Maybe it can grow towards a 7 with a few more listens but I don't think it's gonna do much more than that for me personally."
3.00,2022-10-21,"I think the production quality on this album is top-notch. It is a sonically beautiful album. It's pretty orchestral and Alex Turner's singing is perfectly suited for it But to be frank, it isn't particularly interesting. They made an album about cars. I know I know, it's more about the symbolism or whatnot, but I just find it strange. It's similar to their last album, they made a whole ass album about hotels, what? I'm being a bit tongue-in-cheek but I think you get my point.

It's not really a one-to-one, but I'd say this album is definitely in the same vain as their last, Tranquility Base Hotel + Casino, and not just because of the strange subject matter. So if you really enjoyed that record you'll like this one for sure.

It's interesting and creative, I think looking at it neutrally I respect the direction they are taking there sound, like they can't be an edgy romantic band forever, but to me personally I don't give a shit.

Whilst Tranquility Base Hotel + Casino had a couple standout tracks I like to listen to, none of the songs on this album stick out to me, and if I never listened to this album or it's songs again, I wouldn't mind at all. A forgettable experience to me.

It's not boring in an overly mundane fashion, so I wouldn't say it's the definition of mediocrity. But it's not really good either, just okay in my view. This really comes down to a matter of opinion for me, if someone thought this was an 8 or even a 9/10 I would find that perfectly reasonable, I'd be more surprised by a negative opinion. Despite my critical musings, I still think it's a decent effort and would give it a 6/10"
4.50,2022-10-20,"Alex Turner has had a particularly interesting evolution as a writer. Going from being the darling of the North, writing 'proper lads tunes' about smashing people with pool cues and comparing cock sizes to bingo utensils (and so on and so forth) to being invited into the desert by Josh Homme and seemingly instantaneously deciding to become an 18th century Romantic poet, before dabbling into a bit of commercialised rock. However, with both this album and Tranquility Base Hotel + Casino, we've seen a side of Turner that stands above the rest of his works. Whilst he's always truly been a great lyricist - weaving in scathing ironic jabs and winding streams of metaphors into his tracks, the last two records have appeared to show him at his most self-aware.

Now, what exactly is he self-aware of? In case you weren't already aware (ie. you have been living in a cave for the past decade), the Arctic Monkeys have grown recently to become one of the biggest rock bands of the 21st century. Across that time, they've garnered a legion of fans, a legion of critics, and a legion of constantly changing styles with an ever-growing itch to keep switching between them. The last album, TBHC, wrestled the band's trajectory away from the commercialised indie rock sounds of AM and Suck It and See, in order to blend Bowie-esque crooning with...lounge music. Despite the band's passion and great creativity on the album, it didn't really strike the critical acclaim the band probably wanted, and although it's recently started to be retroactively seen as 'really bloody good, actually', there's still your obvious crowd of people who wish that the band would just make 'A Certain Romance 2 - Electric Boogaloo'.

No, by the time The Car freewheeled onto the scene, the band were well past the days of reminiscing about Sheffield nights out. Instead, on this album they seem to take TBHC's dip into experimentation and plunge right off the biggest diving board with it. From the off, the first track 'Mirrorball' starts out with this heavenly set of orchestral strings, as well as a falsetto from Alex that leaves you weak at the knees. 'Sculptures of Anything Goes' has possibly the most threatening ambience the band have ever gone for, with atmospheric and noisy bass synths dominating the soundscape as Alex's uncertain lines thread through the void. 'Body Paint' was immediately cemented as an all time classic for the band from the day it was released as a single, deceiving listeners with a gentle opening part before mutating into glam-rock infused brilliance. There's also the curious case of the title track, which feels like it blends Spanish-infused style with passionate indie formulas. Honestly, I could go on - from Pink Floyd sounding solos to dainty piano lines, every inch of this album feels like it's trialling something new.

Now, I'm not going to even sit here for a minute and try and say all of this experimentation works. As good as the idea of 'throw stuff at the wall and see what works' might be for instigating creativity, the underwhelming 'Jet Skis on the Moat' goes to demonstrate what an idea on here can feel like if it's not developed properly. Furthermore, despite 'Mr Schwartz' at times hinting it wants to break past the cover of being a simple, dainty ballad regarding a greedy executive, it never truly puts forward much to write home about from either a lyrical or musical standpoint.

Yet, when the vast majority of what's on offer works so well, I absolutely have to give this record the credit it deserves. As Alex almost laments his career and how it has limited him on 'Big Ideas', wishing he could produce the 'Ballad of What Could Have Been', you feel this true personal feeling creep right out into centre view, something you cannot simply wave away. Whereas many have been able to wave off previous Monkeys records as 'dull', 'fuelled by hype', 'underwhelming' or 'over commercialised' - criticisms which, I agree, have their place in this band's catalogue - I feel ignoring the pure feelings of ambition and intelligence the lyrics of this record present will be a far harder task. In an album that relishes in trying out new things, the Arctic Monkeys have taken the idea of their 'generic' sound and torched it. I truly hope their future endeavours may be as varied and eclectic as this."
3.50,2022-10-19,"I have in thought that this band is very overhated around here. I don't think they're that bad.

But at the point, I was first listening to the car waiting a part 2 of TBHC, and yes at some part it has the finesse and elegant sort of sounds as it predecessor, but at the end it doesn't feel the same album. In general thoughts, TBHC sounds more silent than this disc, while the current one has more sound, you have from glam rock, to baroque, soul, and even chamber pop, which I generally like.

But at the end, it's inconsistently meaningless. This is more about the sounds, not it's messages or what it wants to portrait, and I say this is the weakest point of the album, because Alex has the potential in his voice to protrait something better with it, this feels like if he was trying to be memetic but he fails in the try.

It has no clear path of what it wants to transmit at the end, but only to be romantic-ambient sounds."
4.00,2022-10-19,"I am an Arctic Monkeys defender. I recognize that the image a lot of people on this site have of them is…not favorable, to say the least, but AM and TBH&C are two of my favorite albums of the 2010’s. I’ve adored the latter since the day it released and the former has soundtracked some of the best nights of my life. I truly believe they’re one of the most artistically uncompromising mainstream bands of this century, and the leap from AM to TBH&C at the height of their commercial success is one of the most bold moves from a household-name band since that-band-that-shall-not-be-named. I spent quite a while waiting for The Car, and after three stellar singles, the album is finally here and it’s fantastic.

It’s impossible to talk about The Car without talking about Tranquility Base Hotel & Casino, which laid the groundwork for this album. The Car is somewhat of a Tranquility Base Hotel & Casino 2, but augmented with an immense string section and a collection of songs that feels more confident and less awkward than some of the tracks on its predecessor. There’s not a fully realized concept here like the dystopian retro-futurism found on TBH&C, but The Car is even more cohesive, carrying a greater cinematic feeling and exploring even darker undertones than TBH&C.

There’s an argument to be made that any of the three singles, “There’d Better Be a Mirrorball”, “Body Paint”, and “I Ain’t Quite Where I Think I Am”, could be career highlights for the band, with Turner’s signature crooning voice and charmingly idiosyncratic lyrics pairing to make songs that compete with the best of TBH&C. And beyond the singles, the album has a lot more to offer. All over The Car are traces of Serge Gainsbourg, David Bowie, Lee Hazlewood, Gram Parsons, and Scott Walker. Even more than it’s predecessor, it feels like an album ripped straight out of the ‘70’s, with the groovy funk guitar of “I Ain’t Quite Where I Think I Am” and “Jet Skis on the Moat” and the cosmic country tendencies of the title track proving to be sounds the band can pull off with ease. Who would’ve guessed the garage rockers from Sheffield would ever be making songs like this? It’s an incredible artistic progression. We’re certainly a long way from AM’s bluesy riffs and even farther from the incendiary shredding of the band’s debut. The closest this album comes to anything resembling AM may be “Hello You”, a mildly uptempo song that in some ways reminds me of “Snap Out of It” and “Knee Socks”. And while there are flashes of guitar on “The Car”, “Body Paint”, “Jet Skis on the Moat”, and “I Ain’t Quite Where I Think I Am”, these moments are brief. I do think an area where The Car improves on TBH&C is the guitars. They’re a bit more present here and there’s a variety of different tones used, adding a lot of different colors to the instrumentation.

“The Car” is a particular highlight for me. The entire track calls back to the debut of The Last Shadow Puppets, an Ennico Morricone-esque song with a driving rhythm that would be perfect alongside the other spaghetti western songs of that album. It ends with a frustratingly short but wailing guitar solo.

“Sculptures of Anything Goes” is an undeniable highlight, with a distorted drumbeat and ominous synth creating an atmosphere that wouldn’t be unusual on a sci-fi film soundtrack. It’s not far off from something Massive Attack would make and is easily the most unique track in the band’s discography. The lyrical themes certainly remind me of TBH&C — “Performing in Spanish on Italian TV sometime in the future” and especially “The simulation cartridge for City Life ’09 a pretty tricky to come by” read like lines right out of “Star Treatment” and “She Looks Like Fun”. The song builds to a restrained but effective climax with droning, foreboding guitars, before leading into the funky “Jet Skis on the Moat”.

“Perfect Sense” is very much like “The Ultracheese”, with the intro being near-identical (though the song itself, in my opinion, is not quite as strong). Like the other tracks on the album, it’s supplemented by a tidal wave of strings, but they work probably most effectively on this track, a short-but-sweet ballad that feels like an excellent final chapter to the album. Despite its short length, this song elicits the most emotion from me, making me reminisce on the past and long for times gone by. The end of The Car comes quickly, at just over 37 minutes, but every moment of this album has been toiled over and fiercely considered. There’s not a wasted second to be found.

The Car’s lyrics are fascinating, as to be expected from lyrical mastermind Alex Turner (easily one of the best of his generation, in my opinion). Esoteric lines like “Lego Napoleon movie written in noble gas-filled tubes underlined in sparks” sit alongside personal revelations like “If you’re thinking of me, then I’m probably thinking of you”. The writing on this album is incredibly rich, and Turner weaves through personal epiphanies and eccentric imagery with ease. I do think TBH&C is lyrically a superior album, but the defined concept of that album lends itself much more to better lyrics. And The Car is by no means a regression - Turner is still in peak form here, both vocally and lyrically, effortlessly employing his signature croon, falsetto, and even on occasion an almost raspy Bowie-infused voice based on what a given song requires.

Much like its predecessor, The Car is far more than the sum of its parts. I struggle to imagine listening to any of these tracks on their own, aside from the singles, as they all work far better in the context of the album, which plays out like a movie. If TBH&C was Technicolor, The Car is most definitely noir. After listening to it a few times, I don’t think this album is quite as dynamic or varied as TBH&C, but I do think it’s more cohesive and confident sonically. It feels like a fully realized vision of the TBH&C sound, substituting some of the cheekiness for introspection. Detractors of that album probably won’t be converted by this one - it never really exceeds a brisk tempo, and instrumental breaks are merely considered, fleeting moments. But it’s beautifully composed and arranged, with the string section adding a lot of grandeur and emotion that was absent on TBH&C.

After a few listens, I don’t quite adore The Car the same way I do TBH&C, but it’s still a monumental album, and it would be naive to think a newly-released album could immediately overtake one that I hold so close and have had years to let sink in. There’s no doubt I’ll spend the remainder of the year mulling over the contents of this album, uncovering every layer, interpreting every lyric, and piecing together what will undoubtedly be another Arctic Monkeys masterpiece and may, in time, end up as their best album. We can only hope we don’t have to wait four years for the next."
5.00,2022-09-27,Easily their best album so far but I guarantee the kids will absolutely hate it
2.50,2022-09-21,"""I don't want to hear old sad b#rstard music, Barry."" He stares at his feet. ""I just want something I can ignore."" - as Rob from high fidelity says quoting a Monday morning album listen. The Car regurgitates some of the same ideas from there previous lounge album TBH&C and transforms them into uninspired pop songs (Body paint), bland and monotonous Motown numbers (I ain’t quite where I think I am) and aesthetically airy and loose moments that leaves like the titled track and most of the tracks here like there tires are stuck in the mud and unable to get on to solid ground unfortunately. The Car is well too indulgent that’s pretty at times (there better be a mirrorball, perfect sense) but can only accomplish and excel for anything other than for background and casual listens."
